"date","tot_n","keywords","keywords_n","pr","prlow","prhigh","state","period"
2018-03-26,212628,"Lifeline",6,0.00282182967436086,0.00103556857126832,0.00614183326249236,"Oregon","Baseline"
2018-03-27,213917,"Breaking the silence",0,0,0,0.00172442940390971,"Oregon","Baseline"
2018-03-27,213917,"Lifeline",31,0.0144916018829733,0.00984654608365202,0.0205690469889581,"Oregon","Baseline"
2018-03-28,216669,"Breaking the silence",0,0,0,0.00170252691983715,"Oregon","Baseline"
2018-03-28,216669,"Lifeline",0,0,0,0.00170252691983715,"Oregon","Baseline"
2018-03-29,216677,"Breaking the silence",0,0,0,0.00170246406083773,"Oregon","Baseline"
2018-03-29,216677,"Lifeline",4,0.00184606580301555,0.000502993016131653,0.00472659357791676,"Oregon","Baseline"
2018-03-30,214029,"Breaking the silence",0,0,0,0.00172352702886309,"Oregon","Baseline"
2018-03-30,214029,"Lifeline",2,0.000934452807797074,0.000113166770544317,0.00337552363787237,"Oregon","Baseline"
2018-03-31,196120,"Breaking the silence",0,0,0,0.00188091207511505,"Oregon","Baseline"
2018-03-31,196120,"Lifeline",4,0.00203956761166633,0.000555716235523765,0.00522202004144977,"Oregon","Baseline"
2018-04-01,188271,"Breaking the silence",0,0,0,0.00195932635159016,"Oregon","Baseline"
2018-04-01,188271,"Lifeline",2,0.00106229849525418,0.000128649534974571,0.00383733417396486,"Oregon","Baseline"
2018-04-02,209447,"Breaking the silence",0,0,0,0.00176123170499521,"Oregon","Baseline"
2018-04-02,209447,"Lifeline",8,0.00381958204223503,0.0016490383800152,0.00752595983164593,"Oregon","Baseline"
2018-04-03,226650,"Breaking the silence",0,0,0,0.00162755324720663,"Oregon","Baseline"
2018-04-03,226650,"Lifeline",14,0.00617692477388043,0.00337702208090849,0.0103636132263529,"Oregon","Baseline"
2018-04-04,222326,"Breaking the silence",0,0,0,0.001659207133198,"Oregon","Baseline"
2018-04-04,222326,"Lifeline",6,0.00269873968856544,0.000990396134380965,0.00587392688483731,"Oregon","Baseline"
2018-04-05,220701,"Breaking the silence",0,0,0,0.00167142361186717,"Oregon","Baseline"
2018-04-05,220701,"Lifeline",3,0.00135930512322101,0.000280322272660719,0.00397241449694537,"Oregon","Baseline"
2018-04-06,219222,"Breaking the silence",0,0,0,0.00168269991955237,"Oregon","Baseline"
2018-04-06,219222,"Lifeline",4,0.00182463438888433,0.000497153625910319,0.0046717222173301,"Oregon","Baseline"
2018-04-07,193343,"Breaking the silence",0,0,0,0.00190792749850229,"Oregon","Baseline"
